Name;Type;RA;Dec;Const;MajAx;MinAx;PosAng;B-Mag;V-Mag;J-Mag;H-Mag;K-Mag;SurfBr;Hubble;Cstar U-Mag;Cstar B-Mag;Cstar V-Mag;M;NGC;IC;Cstar Names;Identifiers;Common names;NED notes;OpenNGC notes
NGC1512;G;04:03:54.28;-43:20:55.9;Hor;8.43;4.02;63;11.43;10.54;8.34;7.76;7.49;24.11;Sa;;;;;;;;2MASS J04035419-4320552,2MASX J04035428-4320558,ESO 250-004,ESO-LV 250-0040,IRAS 04022-4329,MCG -07-09-007,PGC 014391;;Extended HIPASS source;
NGC1513;OCl;04:09:54.70;+49:31:02.2;Per;5.10;;;8.71;8.40;;;;;;;;;;;;;MWSC 0346;;;
NGC1514;PN;04:09:16.95;+30:46:33.3;Tau;2.20;;;10.05;10.19;8.19;8.10;8.00;;;9.87;9.93;9.42;;;;BD +30 0623,HIP 019395,SAO 57020,TYC 2358-00056-1;IRAS 04061+3038,PN G165.5-15.2;;;
NGC1515;G;04:04:02.72;-54:06:00.2;Dor;5.50;1.26;20;11.96;11.03;8.75;8.08;7.84;23.25;SABb;;;;;;;;2MASX J04040271-5406002,ESO 156-036,ESO-LV 156-0360,IRAS 04028-5414,PGC 014397;;;
NGC1515A;G;04:03:49.8;-54:06:47;Dor;0.93;0.49;55;15.40;;12.33;11.36;11.33;23.50;SBb;;;;;;;;2MASX J04034980-5406471,ESO 156-034,ESO-LV 156-0340,PGC 014388;;;
NGC1516A;G;04:08:07.4;-08:49:45;Eri;0.90;0.55;130;15.00;;11.60;10.85;10.58;22.47;SABb;;;;;1524;;;2MASX J04080742-0849453,MCG -02-11-017,PGC 014515;;;
NGC1516B;G;04:08:08.31;-08:50:08.6;Eri;1.26;1.26;90;15.00;;;;;;Sc;;;;;1525;;;MCG -02-11-018,PGC 014516;;;
NGC1517;G;04:09:11.93;+08:38:55.7;Tau;0.97;0.81;160;14.30;;11.26;10.51;10.25;22.78;Sc;;;;;;;;2MASX J04091193+0838555,IRAS 04064+0831,PGC 014564,UGC 02970;;;
NGC1518;G;04:06:49.72;-21:10:21.5;Eri;3.47;1.30;30;12.20;11.84;12.06;11.40;11.16;22.80;SBd;;;;;;;;2MASX J04064970-2110214,ESO 550-007,ESO-LV 550-0070,IRAS 04046-2118,MCG -04-10-013,PGC 014475;;;
NGC1519;G;04:08:07.60;-17:11:34.4;Eri;2.47;0.90;107;13.73;;11.18;10.36;10.12;23.60;SBb;;;;;;;;2MASX J04080759-1711344,ESO 550-009,ESO-LV 550-0090,IRAS 04058-1719,MCG -03-11-013,PGC 014514;;;
NGC1520;OCl;03:57:30.97;-76:50:02.2;Men;5.40;;;;;;;;;;;;;;;;;MWSC 0319;;About a dozen stars scattered around HD 25864.;
NGC1521;G;04:08:18.93;-21:03:07.1;Eri;3.25;2.02;9;12.31;;9.64;8.98;8.68;23.82;E;;;;;;;;2MASX J04081893-2103069,ESO 550-011,ESO-LV 550-0110,MCG -04-10-015,PGC 014520,TYC 5889-1109-1;;;
NGC1522;G;04:06:07.92;-52:40:06.3;Dor;1.22;0.87;39;14.16;13.78;12.55;11.60;11.38;23.14;S0;;;;;;;;2MASX J04060790-5240059,ESO 156-038,ESO-LV 156-0380,IRAS 04048-5248,PGC 014462;;;
NGC1523;Other;04:06:11.02;-54:05:17.9;Dor;;;;;;;;;;;;;;;;;;;;Four Galactic stars.;
NGC1524;Dup;04:08:07.4;-08:49:45;Eri;;;;;;;;;;;;;;;1516A;;;;;;
NGC1525;Dup;04:08:08.31;-08:50:08.6;Eri;;;;;;;;;;;;;;;1516B;;;;;;
NGC1526;G;04:05:12.30;-65:50:23.3;Ret;0.86;0.56;36;14.59;;11.89;11.17;10.89;22.67;SABb;;;;;;;;2MASX J04051227-6550232,ESO 084-003,ESO-LV 84-0030,IRAS 04048-6558,PGC 014437;;;
NGC1527;G;04:08:24.14;-47:53:49.3;Hor;4.58;1.79;78;11.73;;8.55;7.84;7.63;23.68;E-S0;;;;;;;;2MASX J04082413-4753493,ESO 201-020,ESO-LV 201-0200,PGC 014526;;;
NGC1528;OCl;04:15:18.87;+51:12:41.3;Per;9.60;;;6.83;6.40;;;;;;;;;;;;;MWSC 0353;;;
NGC1529;G;04:07:19.88;-62:53:57.5;Ret;0.71;0.33;164;14.39;;11.14;10.41;10.15;22.51;S0;;;;;;;;2MASX J04071984-6253575,ESO 084-004,ESO-LV 84-0040,PGC 014495;;;
NGC1530;G;04:23:27.10;+75:17:44.1;Cam;1.82;1.04;130;13.40;;9.24;8.55;8.29;22.14;SBb;;;;;;;;2MASX J04232710+7517440,IRAS 04170+7510,MCG +13-04-004,PGC 015018,UGC 03013;;;
NGC1530A;G;04:44:28.50;+75:38:23.1;Cam;1.48;1.35;100;14.50;;10.40;9.68;9.36;22.77;SABb;;;;;;0381;;2MASX J04442845+7538230,IRAS 04378+7532,MCG +13-04-007,PGC 015917,UGC 03130;;;
NGC1531;G;04:11:59.32;-32:51:02.9;Eri;1.50;0.90;123;13.11;;9.92;9.52;8.42;22.46;E-S0;;;;;;;;2MASX J04115932-3251028,ESO 359-026,ESO-LV 359-0260,MCG -05-11-001,PGC 014635;;;
NGC1532;G;04:12:04.33;-32:52:27.2;Eri;11.27;3.09;33;10.65;;7.70;7.01;6.73;23.78;SBb;;;;;;;;2MASX J04120433-3252271,ESO 359-027,ESO-LV 359-0270,MCG -05-11-002,PGC 014638;;Extended HIPASS source;
NGC1533;G;04:09:51.84;-56:07:06.4;Dor;3.27;2.04;149;11.77;10.92;8.55;7.86;7.63;23.08;E-S0;;;;;;;;2MASX J04095185-5607063,ESO 157-003,ESO-LV 157-0030,IRAS 04088-5614,PGC 014582;;Extended HIPASS source;
NGC1534;G;04:08:46.07;-62:47:51.3;Ret;1.66;1.04;76;13.76;;10.39;9.65;9.39;23.42;S0-a;;;;;;;;2MASX J04084606-6247512,ESO 084-006,ESO-LV 84-0060,IRAS 04081-6255,PGC 014547;;;
NGC1535;PN;04:14:15.77;-12:44:21.8;Eri;0.35;;;9.60;9.60;10.90;10.86;10.25;;;;12.19;12.18;;;;BD -13 842,HD 26847;2MASX J04141578-1244216,IRAS 04119-1251,PN G206.4-40.5;;;
NGC1536;G;04:10:59.86;-56:28:49.6;Ret;1.67;1.21;157;13.29;13.15;10.79;10.18;9.86;23.11;SBc;;;;;;;;2MASX J04105983-5628496,ESO 157-005,ESO-LV 157-0050,IRAS 04099-5636,PGC 014620;;The ESO position is southeast of the eccentric nucleus.;
NGC1537;G;04:13:40.71;-31:38:43.5;Eri;4.35;2.76;102;11.54;;8.61;7.95;7.73;23.50;E;;;;;;;;2MASX J04134070-3138434,ESO 420-012,ESO-LV 420-0120,MCG -05-11-005,PGC 014695;;;
NGC1538;G;04:14:56.08;-13:11:30.2;Eri;0.66;0.45;108;16.06;;12.36;11.61;11.45;23.68;S0-a;;;;;;2047;;2MASX J04145606-1311299,PGC 941480;;Identification as NGC 1538 is uncertain.;
NGC1539;G;04:19:01.96;+26:49:39.0;Tau;0.97;0.74;45;15.70;;10.79;9.98;9.62;;E;;;;;;;;2MASX J04190197+2649389,PGC 014852;;Identification as NGC 1539 is uncertain.;Diameters and position angle taken from Simbad. 
NGC1540;G;04:15:10.66;-28:29:18.5;Eri;0.77;0.49;150;14.94;;12.46;12.01;12.09;23.79;Sa;;;;;;;;2MASX J04151066-2829187,ESO-LV 420-0142,IRAS 04131-2836,PGC 014733;;;
NGC1540A;G;04:15:10.01;-28:28:55.5;Eri;0.56;0.38;50;14.75;;13.79;13.10;13.07;21.92;Sa;;;;;;;;ESO-LV 420-0141,PGC 014734;;;
NGC1541;G;04:17:00.23;+00:50:06.7;Tau;1.38;0.49;77;14.90;;11.12;10.44;10.23;23.92;S0-a;;;;;;;;2MASX J04170023+0050067,MCG +00-11-040,PGC 014792,UGC 03001;;;
NGC1542;G;04:17:14.18;+04:46:53.9;Tau;1.22;0.40;128;15.02;13.89;11.40;10.54;10.28;23.53;Sab;;;;;;;;2MASX J04171419+0446537,IRAS 04145+0439,MCG +01-11-016,PGC 014800,UGC 03003;;;
NGC1543;G;04:12:43.25;-57:44:16.7;Ret;3.66;0.86;94;10.67;10.60;8.32;7.68;7.45;22.94;S0;;;;;;;;2MASX J04124324-5744166,ESO 118-010,ESO-LV 118-0100,PGC 014659;;;
NGC1544;G;05:02:36.15;+86:13:20.4;Cep;1.13;0.87;121;14.20;;10.70;9.96;9.79;23.04;S0-a;;;;;;;;2MASX J05023656+8613203,MCG +14-03-006,PGC 016608,UGC 03160;;;
NGC1545;OCl;04:20:56.26;+50:15:19.2;Per;4.20;;;7.20;6.20;;;;;;;;;;;;;MWSC 0369;;;
NGC1546;G;04:14:36.54;-56:03:38.9;Dor;3.72;2.50;143;12.31;10.92;9.08;8.33;8.05;23.59;S0-a;;;;;;;;2MASX J04143654-5603389,ESO 157-012,ESO-LV 157-0120,IRAS 04134-5611,PGC 014723;;;
NGC1547;G;04:17:12.41;-17:51:26.9;Eri;1.40;0.58;131;14.41;;11.53;10.78;10.45;23.17;Sbc;;;;;;;;2MASX J04171241-1751267,ESO 550-018,ESO-LV 550-0180,IRAS 04149-1758,MCG -03-11-020,PGC 014794,PGC 014799;;;
NGC1548;OCl;04:21:19.10;+36:54:58.8;Per;3.60;;;;;;;;;;;;;;;;;MWSC 0371;;;
NGC1549;G;04:15:45.13;-55:35:32.1;Dor;5.09;4.35;138;10.48;9.79;7.68;7.07;6.78;23.08;E;;;;;;;;2MASX J04154522-5535324,ESO 157-016,ESO-LV 157-0160,PGC 014757;;;
NGC1550;G;04:19:37.93;+02:24:34.1;Tau;1.73;1.54;28;14.00;;9.78;9.06;8.77;23.23;E;;;;;1551;;;2MASX J04193792+0224355,MCG +00-11-055,PGC 014880,UGC 03012;;;
NGC1551;Dup;04:19:37.93;+02:24:34.1;Tau;;;;;;;;;;;;;;;1550;;;;;;
NGC1552;G;04:20:17.68;-00:41:33.8;Eri;1.79;1.29;104;14.40;;10.29;9.61;9.32;24.25;S0-a;;;;;;;;2MASX J04201768-0041336,MCG +00-12-007,PGC 014907,UGC 03015;;;
NGC1553;G;04:16:10.47;-55:46:48.5;Dor;6.25;4.29;150;10.10;9.40;7.18;6.50;6.28;22.99;S0;;;;;;;;2MASX J04161046-5546485,ESO 157-017,ESO-LV 157-0170,IRAS 04150-5554,PGC 014765;;;
NGC1554;*;04:21:43.55;+19:31:14.1;Tau;;;;;;10.51;9.58;9.27;;;;;;;;;;2MASS J04214353+1931144;;;
NGC1555;RfN;04:21:59.43;+19:32:06.6;Tau;1.82;1.35;74;9.98;;;;;;;;;;;;;;BD +19 0706,HIP 020390,IRAS 04190+1924,IRAS 04190+1924;Hind's Nebula,Hind's Variable Nebula;Identified as a star by Strauss, et al (1992, ApJS, 83, 29).;Dimensions taken from LEDA
NGC1556;G;04:17:44.83;-50:09:52.0;Dor;1.53;0.58;167;13.53;;11.52;10.95;10.77;22.50;Sb;;;;;;;;2MASX J04174483-5009520,ESO 202-004,ESO-LV 202-0040,IRAS 04163-5017,PGC 014818;;;
NGC1557;OCl;04:13:11.17;-70:25:29.8;Hyi;7.20;;;;;;;;;;;;;;;;;ESO 055-015,MWSC 0351;;"Ten or fifteen stars, 15 arcmin by 10 arcmin; cluster?";
NGC1558;G;04:20:16.18;-45:01:53.3;Cae;3.05;0.95;72;13.28;;10.40;9.70;9.45;23.50;Sbc;;;;;;;;2MASX J04201617-4501533,ESO 250-017,ESO-LV 250-0170,IRAS 04187-4508,PGC 014906;;;
NGC1559;G;04:17:35.77;-62:47:01.2;Ret;4.19;2.18;63;11.19;10.45;8.91;8.28;8.02;22.32;SBc;;;;;;;;2MASX J04173578-6247012,ESO 084-010,ESO-LV 84-0100,IRAS 04170-6253,PGC 014814;;;
NGC1560;G;04:32:49.09;+71:52:59.2;Cam;8.30;1.68;21;12.10;;9.71;8.93;8.89;24.08;Scd;;;;;;;;2MASX J04324908+7152591,IRAS 04271+7146,MCG +12-05-005,PGC 015488,UGC 03060;;RC2 is incorrect in equating IC 2062 (a Galactic star) with NGC 1560.;
NGC1561;G;04:23:01.08;-15:50:44.4;Eri;1.37;0.78;167;15.00;;11.41;10.72;10.46;24.15;E-S0;;;;;;;;2MASX J04230107-1550445,MCG -03-12-006,PGC 015005;;HOLM 075B does not exist (it is probably a plate defect).;
NGC1562;G;04:21:47.62;-15:45:19.6;Eri;0.92;0.69;80;15.26;;11.94;11.21;10.89;23.73;S0;;;;;;;;2MASX J04214762-1545198,PGC 014956;;;
NGC1563;G;04:22:53.95;-15:43:57.5;Eri;0.49;0.44;74;15.00;;12.76;12.07;11.88;23.00;;;;;;;;;2MASX J04225393-1543574,PGC 015000;;;
NGC1564;G;04:23:00.95;-15:44:19.9;Eri;0.73;0.56;33;15.50;;12.27;11.48;11.26;23.64;S0;;;;;;;;2MASX J04230094-1544195,PGC 015004;;;
NGC1565;G;04:23:23.45;-15:44:39.6;Eri;1.02;0.89;86;15.00;;12.27;11.63;11.14;23.36;Sc;;;;;;;;2MASX J04232345-1544396,MCG -03-12-007,PGC 015015;;;
NGC1566;G;04:20:00.42;-54:56:16.1;Dor;7.23;5.00;45;10.19;9.73;7.76;7.21;6.89;23.03;SABb;;;;;;;;2MASX J04200041-5456161,ESO 157-020,ESO-LV 157-0200,IRAS 04189-5503,PGC 014897;;Extended HIPASS source;
NGC1567;G;04:21:08.75;-48:15:17.2;Cae;1.53;1.31;159;13.36;;10.33;9.69;9.44;23.24;E;;;;;;;;2MASX J04210873-4815174,ESO 202-010,ESO-LV 202-0100,PGC 014934;;;
NGC1568;G;04:24:25.34;-00:44:46.4;Eri;1.46;0.99;139;14.90;;10.64;9.92;9.64;24.28;S0-a;;;;;;;;2MASX J04242535-0044465,MCG +00-12-027,PGC 015042,UGC 03032;;Sometimes called 'NGC 1568B'.;
NGC1569;G;04:30:49.06;+64:50:52.6;Cam;3.91;2.16;119;11.86;11.03;8.82;8.18;7.86;22.96;IB;;;;;;;;2MASX J04304918+6450525,IRAS 04260+6444,MCG +11-06-001,PGC 015345,TYC 4073-90-1,UGC 03056;;;
NGC1570;G;04:22:08.94;-43:37:46.4;Cae;2.15;1.36;180;13.22;;10.10;9.39;9.19;23.68;E;;;;;1571;;;2MASX J04220894-4337463,ESO 250-019,ESO-LV 250-0190,MCG -07-10-001,PGC 014971;;;
NGC1571;Dup;04:22:08.94;-43:37:46.4;Cae;;;;;;;;;;;;;;;1570;;;;;;
NGC1572;G;04:22:42.81;-40:36:03.3;Cae;1.37;0.93;160;13.63;;10.39;9.67;9.30;22.53;SBa;;;;;;;;2MASX J04224281-4036034,ESO 303-014,ESO-LV 303-0140,IRAS 04210-4042,MCG -07-10-003,PGC 014993;;;
NGC1573;G;04:35:03.99;+73:15:44.7;Cam;1.95;1.32;35;13.30;;9.57;8.86;8.56;23.17;E;;;;;;;;2MASX J04350397+7315446,MCG +12-05-008,PGC 015570,UGC 03077;;The 2MASS position is 6 arcsec west of the nucleus.;
NGC1574;G;04:21:58.82;-56:58:29.1;Ret;4.13;2.32;2;11.17;10.48;7.98;7.39;7.11;23.10;E-S0;;;;;;;;2MASX J04215882-5658291,ESO 157-022,ESO-LV 157-0220,PGC 014965;;;
NGC1575;G;04:26:20.55;-10:05:54.4;Eri;1.52;1.16;115;13.00;;;;;22.86;SABb;;;;;1577;;;2MASX J04262054-1005543,IRAS 04239-1012,MCG -02-12-014,PGC 015090;;;
NGC1576;G;04:26:18.82;-03:37:15.9;Eri;1.49;0.88;102;15.00;;10.73;10.07;9.72;23.93;E-S0;;;;;;;;2MASX J04261882-0337158,MCG -01-12-007,PGC 015089;;;
NGC1577;Dup;04:26:20.55;-10:05:54.4;Eri;;;;;;;;;;;;;;;1575;;;;;;
NGC1578;G;04:23:46.65;-51:35:58.0;Dor;1.21;0.89;165;13.83;;10.84;10.17;9.86;22.89;Sa;;;;;;;;2MASX J04234665-5135579,ESO 202-014,ESO-LV 202-0140,IRAS 04224-5142,PGC 015025,TYC 8075-1340-1;;;
NGC1579;Cl+N;04:30:13.80;+35:16:10.0;Per;10.20;;;;;;;;;;;;;;;;;IRAS 04269+3510,LBN 767,MWSC 0385;;Identified as IR cirrus by Strauss, et al (1992, ApJS, 83, 29).;
NGC1580;G;04:28:18.48;-05:10:43.6;Eri;1.03;0.66;121;14.50;;11.30;10.61;10.38;22.80;Sbc;;;;;;;;2MASX J04281848-0510436,MCG -01-12-011,PGC 015189;;;
NGC1581;G;04:24:44.96;-54:56:31.2;Dor;2.08;0.81;82;13.36;;10.72;10.02;9.85;23.84;E-S0;;;;;;;;2MASX J04244496-5456312,ESO 157-026,ESO-LV 157-0260,IRAS 04236-5503,PGC 015055;;;
NGC1582;OCl;04:31:46.79;+43:47:05.4;Per;7.80;;;;7.00;;;;;;;;;;;;;MWSC 0388;;;
NGC1583;G;04:28:20.73;-17:35:43.6;Eri;1.04;0.90;95;14.61;;11.40;10.67;10.39;23.63;E;;;;;;;;2MASX J04282071-1735434,ESO 551-008,ESO-LV 551-0080,MCG -03-12-010,PGC 015191,PGC 015193;;;
NGC1584;G;04:28:10.26;-17:31:24.1;Eri;0.95;0.76;122;14.88;;11.87;11.14;10.88;23.62;E-S0;;;;;;;;2MASX J04281029-1731244,ESO 551-006,ESO-LV 551-0060,PGC 015180;;;
NGC1585;G;04:27:33.01;-42:09:54.8;Cae;0.85;0.63;168;14.23;;12.04;11.44;11.29;22.51;Sc;;;;;;;;2MASX J04273300-4209549,ESO 303-018,ESO-LV 303-0180,IRAS 04259-4216,MCG -07-10-006,PGC 015150;;The APMUKS data include two superposed stars.;
NGC1586;G;04:30:38.23;-00:18:15.0;Eri;1.68;0.85;154;13.50;;11.14;10.54;10.21;23.44;SBbc;;;;;;;;2MASX J04303822-0018149,IRAS 04280-0024,MCG +00-12-036,PGC 015331,UGC 03062;;;
NGC1587;G;04:30:39.94;+00:39:41.7;Tau;2.08;1.48;73;13.30;;9.45;8.81;8.51;23.17;E;;;;;;;;2MASX J04303992+0039421,MCG +00-12-035,PGC 015332,UGC 03063;;;
NGC1588;G;04:30:43.77;+00:39:53.0;Tau;1.26;0.70;167;14.10;;;;;23.22;E;;;;;;;;MCG +00-12-037,PGC 015340,UGC 03064;;;
NGC1589;G;04:30:45.44;+00:51:49.2;Tau;3.06;0.98;160;13.80;;9.27;8.52;8.24;23.28;Sab;;;;;;;;2MASX J04304545+0051491,MCG +00-12-038,PGC 015342,SDSS J043045.45+005149.2,UGC 03065;;;
NGC1590;G;04:31:10.22;+07:37:51.2;Tau;0.90;0.80;110;14.60;;11.29;10.59;10.25;22.89;Sc;;;;;;;;2MASX J04311020+0737513,IRAS 04284+0731,MCG +01-12-008,PGC 015368,SDSS J043110.24+073751.1,UGC 03071;;;
NGC1591;G;04:29:30.55;-26:42:47.2;Eri;1.39;0.83;29;13.77;;11.16;10.53;10.21;22.82;SBab;;;;;;;;2MASX J04293054-2642472,ESO 484-025,ESO-LV 484-0250,IRAS 04274-2649,MCG -04-11-015,PGC 015276;;;
NGC1592;G;04:29:40.13;-27:24:30.7;Eri;1.02;0.61;97;13.94;14.09;13.23;13.01;12.66;22.75;I;;;;;;;;ESO 421-002,ESO-LV 421-0020,MCG -05-11-011,PGC 015292;;VV notes this as a '3+2?' interacting system.;
NGC1593;G;04:32:06.12;+00:34:02.5;Tau;1.36;0.57;129;14.80;;11.15;10.51;10.41;24.11;S0;;;;;1608;2077;;2MASX J04320614+0034028,MCG +00-12-044,PGC 015447,UGC 03082;;;
NGC1594;G;04:30:51.59;-05:47:53.8;Eri;1.67;1.18;89;13.30;;11.04;10.33;9.90;23.31;Sbc;;;;;;2075;;2MASX J04305162-0547539,IRAS 04284-0554,MCG -01-12-014,PGC 015348;;;
NGC1595;G;04:28:21.76;-47:48:57.2;Cae;1.50;1.09;12;13.75;;10.70;10.03;9.75;23.40;E;;;;;;;;2MASX J04282173-4748573,ESO 202-025,ESO-LV 202-0250,PGC 015195;;;
NGC1596;G;04:27:38.11;-55:01:40.1;Dor;3.87;1.02;19;12.01;10.97;8.94;8.27;8.05;23.59;S0;;;;;;;;2MASX J04273810-5501401,ESO 157-031,ESO-LV 157-0310,PGC 015153;;;
NGC1597;G;04:31:13.46;-11:17:25.5;Eri;1.02;0.79;93;15.00;;11.36;10.62;10.33;23.70;E-S0;;;;;;;;2MASX J04311349-1117247,MCG -02-12-032,PGC 015374;;;
NGC1598;G;04:28:33.67;-47:46:57.2;Cae;1.40;0.73;133;13.91;;11.47;10.81;10.42;22.75;SBc;;;;;;;;2MASX J04283365-4746574,ESO 202-026,ESO-LV 202-0260,IRAS 04271-4753,PGC 015204;;;
NGC1599;G;04:31:38.74;-04:35:18.0;Eri;0.82;0.77;40;14.20;;12.69;12.16;12.18;22.35;SBc;;;;;;;;2MASX J04313873-0435179,IRAS 04292-0441,MCG -01-12-016,PGC 015403;;This may also be NGC 1610.;
NGC1600;G;04:31:39.94;-05:05:10.5;Eri;3.33;2.02;5;8.90;;9.02;8.34;8.04;23.39;E;;;;;;;;2MASX J04313985-0505099,MCG -01-12-017,PGC 015406;;;
NGC1601;G;04:31:41.73;-05:03:37.3;Eri;0.94;0.73;89;16.00;;11.78;11.13;10.87;23.43;S0;;;;;;;;2MASX J04314173-0503369,MCG -01-12-018,PGC 015413;;;
NGC1602;G;04:27:54.97;-55:03:27.8;Dor;1.87;0.99;88;13.79;13.33;12.87;12.14;12.02;22.94;SBm;;;;;;;;2MASX J04275497-5503282,ESO 157-032,ESO-LV 157-0320,IRAS 04267-5510,PGC 015168;;;
NGC1603;G;04:31:49.95;-05:05:39.9;Eri;0.88;0.57;57;15.50;;11.63;11.06;10.71;23.17;S0;;;;;;;;2MASX J04314996-0505399,MCG -01-12-019,PGC 015424;;;
NGC1604;G;04:31:58.57;-05:22:11.8;Eri;1.35;0.78;69;14.50;;10.84;10.11;9.90;24.01;S0;;;;;;;;2MASX J04315859-0522107,MCG -01-12-020,PGC 015433;;;
NGC1605;OCl;04:34:52.28;+45:16:17.0;Per;3.30;;;11.63;10.70;;;;;;;;;;;;;MWSC 0394;;;
NGC1606;G;04:32:03.34;-05:01:56.8;Eri;0.57;0.49;94;17.00;;12.85;12.17;11.85;23.73;S0-a;;;;;;;;2MASX J04320334-0501567,MCG -01-12-022,PGC 015443;;;
NGC1607;G;04:32:03.09;-04:27:35.8;Eri;1.33;0.51;66;15.00;;11.62;10.87;10.71;;S0-a;;;;;;;;2MASX J04320309-0427357,IRAS 04295-0433,MCG -01-12-023,PGC 015442;;;
NGC1608;Dup;04:32:06.12;+00:34:02.5;Tau;;;;;;;;;;;;;;;1593;;;;;;
NGC1609;G;04:32:45.08;-04:22:20.7;Eri;1.24;0.78;103;15.00;;10.63;9.92;9.64;23.73;S0-a;;;;;;;;2MASX J04324510-0422207,MCG -01-12-025,PGC 015480;;;
NGC1610;G;04:34:13.87;-04:41:59.1;Eri;1.10;0.70;156;15.01;;12.94;12.11;11.98;24.37;Sab;;;;;1619;;;2MASX J04341387-0441590,PGC 015543;;Identifications as NGC 1610 and NGC 1619 are very uncertain.;
NGC1611;G;04:33:05.96;-04:17:50.8;Eri;1.80;0.48;99;15.00;;10.47;9.68;9.41;24.29;S0-a;;;;;;;;2MASX J04330596-0417508,IRAS 04306-0424,MCG -01-12-029,PGC 015501;;;
NGC1612;G;04:33:13.13;-04:10:20.7;Eri;1.36;0.94;138;15.00;;11.03;10.34;10.12;24.12;S0-a;;;;;;;;2MASX J04331312-0410208,IRAS 04307-0416,MCG -01-12-030,PGC 015507;;;
NGC1613;G;04:33:25.33;-04:15:55.5;Eri;1.14;0.69;28;15.00;;11.51;10.83;10.54;23.66;S0-a;;;;;;;;2MASX J04332534-0415556,MCG -01-12-031,PGC 015518;;;
NGC1614;G;04:33:59.85;-08:34:44.0;Eri;1.26;0.95;20;14.66;13.99;10.63;9.89;9.47;22.62;SBc;;;;;;;;2MASX J04340002-0834445,IRAS 04315-0840,MCG -01-12-032,PGC 015538,SDSS J043400.04-083445.0;;Diameter includes companions or long extensions.;
NGC1615;G;04:36:01.04;+19:57:01.2;Tau;1.36;0.71;107;15.00;;10.35;9.62;9.29;21.37;E-S0;;;;;;;;2MASX J04360101+1957008,MCG +03-12-005,PGC 015608,UGC 03096;;;
NGC1616;G;04:32:41.73;-43:42:57.2;Cae;1.91;1.03;33;13.65;;10.71;10.02;9.68;22.99;SABb;;;;;;;;2MASX J04324173-4342572,ESO 251-010,ESO-LV 251-0100,IRAS 04311-4349,MCG -07-10-013,PGC 015479;;;
NGC1617;G;04:31:39.53;-54:36:08.2;Dor;5.24;2.50;112;11.35;10.26;7.99;7.33;7.08;23.17;SBa;;;;;;;;2MASX J04313953-5436081,ESO 157-041,ESO-LV 157-0410,IRAS 04305-5442,PGC 015405;;;
NGC1618;G;04:36:06.60;-03:08:55.5;Eri;2.14;0.71;22;13.50;;10.60;9.89;9.63;23.13;Sb;;;;;;;;2MASX J04360657-0308553,IRAS 04336-0314,MCG -01-12-034,PGC 015611;;;
NGC1619;Dup;04:34:13.87;-04:41:59.1;Eri;;;;;;;;;;;;;;;1610;;;;;;
NGC1620;G;04:36:37.35;-00:08:37.0;Eri;3.48;0.91;23;12.50;;9.88;9.21;8.92;23.27;SABc;;;;;;;;2MASX J04363734-0008370,IRAS 04340-0014,MCG +00-12-052,PGC 015638,SDSS J043637.34-000836.7,UGC 03103;;;
NGC1621;G;04:36:25.06;-04:59:14.3;Eri;1.34;0.91;98;14.50;;10.97;10.31;10.13;24.13;E;;;;;1626;;;2MASX J04362507-0459139,MCG -01-12-035,PGC 015626;;;
NGC1622;G;04:36:36.64;-03:11:19.8;Eri;2.86;0.52;29;13.00;;10.12;9.46;9.18;23.52;SABa;;;;;;;;2MASX J04363665-0311200,MCG -01-12-036,PGC 015635;;HOLM 077B is a star.;
NGC1623;G;04:35:32.41;-13:33:23.2;Eri;0.78;0.42;16;16.02;;12.42;11.69;11.46;24.70;S0-a;;;;;;;;2MASX J04353239-1333234,PGC 015591;;;
NGC1624;Cl+N;04:40:36.50;+50:27:42.0;Per;3.00;;;;11.80;;;;;;;;;;;;;2MASX J04403475+5027419,LBN 722,MWSC 0408;;;
NGC1625;G;04:37:06.26;-03:18:12.6;Eri;2.56;0.57;130;13.00;;;;;22.86;SBb;;;;;;;;IRAS 04346-0324,MCG -01-12-038,PGC 015654;;;
NGC1626;Dup;04:36:25.06;-04:59:14.3;Eri;;;;;;;;;;;;;;;1621;;;;;;
NGC1627;G;04:37:38.00;-04:53:14.9;Eri;1.65;1.37;150;13.40;;11.44;10.80;10.55;23.20;Sc;;;;;;;;2MASX J04373798-0453148,IRAS 04351-0459,MCG -01-12-040,PGC 015675;;;
NGC1628;G;04:37:36.26;-04:42:53.4;Eri;1.91;0.43;6;14.00;;10.73;9.99;9.69;23.39;Sb;;;;;;;;2MASX J04373626-0442534,IRAS 04351-0448,MCG -01-12-039,PGC 015674;;;
NGC1629;GCl;04:29:36.91;-71:50:17.8;Hyi;1.70;1.70;;13.31;12.68;;;;;;;;;;;;;ESO 055-024;;In the Large Magellanic Cloud.;
NGC1630;G;04:37:15.48;-18:54:05.5;Eri;0.78;0.59;138;15.14;;11.91;11.34;11.03;23.36;S0-a;;;;;;;;2MASX J04371551-1854050,ESO 551-019,ESO-LV 551-0190,PGC 015659;;;
NGC1631;G;04:38:24.17;-20:38:59.5;Eri;1.33;0.89;54;14.30;;11.23;10.51;10.19;23.49;S0-a;;;;;;;;2MASX J04382417-2038594,ESO 551-021,ESO-LV 551-0210,IRAS 04362-2045,MCG -03-12-017,PGC 015705;;;
